,Unnamed: 0,BHK,Rent,Size,Floor,Area,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
3544,3545,2,13000,1260,Ground out of 1,1,Porur,5,2,1,3
3545,3546,2,16000,800,1 out of 2,1,Nanganallur,5,2,1,2
3546,3547,1,5000,550,1 out of 1,2,5000,5,1,1,1
3547,3548,2,9500,800,1 out of 2,2,"Ask Nagar, Adambakkam",5,2,1,2
3548,3549,3,18000,1200,1 out of 1,2,Nesapakkam,5,2,2,2
3549,3550,3,24000,1570,Ground out of 2,1,Selaiyur,5,2,1,3
3550,3551,1,6166,570,Ground out of 2,1,Mangadu,5,2,1,1
3551,3552,2,20000,900,3 out of 3,1,Anna Nagar West,5,2,1,2
3552,3553,2,13000,700,Ground out of 2,1,Chintadripet,5,1,1,2
3553,3554,1,8000,500,Ground out of 1,1,"Villivakkam, Jawaharlal Nehru Road",5,1,1,1
3554,3555,2,18000,1000,1 out of 2,1,Sholinganallur,5,1,1,2
3555,3556,2,20000,700,Ground out of 2,2,Mambalam West,5,1,1,2
3556,3557,2,14000,690,Ground out of 2,1,Velachery,5,1,1,1
3557,3558,2,15000,100,2 out of 2,2,Mogappair East,5,2,3,2
3558,3559,3,25000,1200,9 out of 11,2,"Chromepet, GST Road",5,2,1,3
3559,3560,2,26000,1200,1 out of 3,2,Nungambakkam,5,2,2,2
3560,3561,2,9000,800,Ground out of 2,1,Mudichur,5,1,1,2
3561,3562,3,15000,1157,4 out of 8,1,"Kelambakkam, Old Mahabalipuram Road",5,1,1,3
3562,3563,2,15000,780,1 out of 2,1,Velachery,5,2,1,2
3563,3564,3,130000,2792,5 out of 9,1,Kellys,5,2,1,5
3564,3565,1,7500,500,Ground out of 2,1,Pallikaranai,5,1,1,1
3565,3566,2,9500,750,1 out of 3,1,Perumbakkam,5,1,1,2
3566,3567,1,7000,500,Ground out of 3,1,Koyambedu,5,2,1,1
3567,3568,2,23000,1153,15 out of 19,1,Mangadu,5,2,3,2
3568,3569,1,18000,500,1 out of 2,1,Anna Nagar,5,2,1,1
3569,3570,3,18000,1000,7 out of 18,2,"Kelambakkam, Old Mahabalipuram Road",5,1,1,2
3570,3571,1,6000,510,1 out of 2,1,"Madhavaram, Guntur Chennai Highway",5,1,1,1
3571,3572,2,13000,730,2 out of 2,2,Keelkattalai,5,2,3,2
3572,3573,2,15000,950,Ground out of 3,1,Velachery,5,1,1,2
3573,3574,2,10000,730,2 out of 3,1,"Santhosapuram, Medavakkam",5,2,1,2
3574,3575,3,22000,1400,1 out of 3,1,"Madhavaram, Guntur Chennai Highway",5,2,1,2
3575,3576,2,10000,900,1 out of 3,1,Poonamallee,5,2,1,2
3576,3577,1,6500,506,1 out of 2,1,Pallikaranai,5,1,1,1
3577,3578,2,7000,749,2 out of 4,1,Thandalam,5,1,1,2
3578,3579,1,18000,520,2 out of 4,1,T Nagar,5,2,1,1
3579,3580,2,7000,850,1 out of 1,1,Padapai,5,1,1,2
3580,3581,2,22000,1000,2 out of 3,1,"Lake Area, Nungambakkam",5,2,3,2
3581,3582,1,7000,600,1 out of 1,1,"Kundrathur, Pallavaram Kundrathur Main Road",5,1,2,1
3582,3583,1,15000,1900,3 out of 4,2,Kailasapuram-Mylapore,5,2,1,1
3583,3584,2,8000,600,1 out of 2,2,"Rajakilpakkam, Selaiyur",5,2,1,1
3584,3585,1,7000,500,Ground out of 1,1,Selaiyur,5,1,1,1
3585,3586,1,9000,550,1 out of 2,1,Pammal,5,1,1,1
3586,3587,2,9800,1200,Ground out of 4,1,Medavakkam,5,1,1,2
3587,3588,3,14500,1107,4 out of 4,2,sspdl Mayfair,5,2,1,2
3588,3589,1,15000,550,9 out of 15,2,Iyyappanthangal,5,2,1,1
3589,3590,2,22000,1150,4 out of 9,2,Iyyappanthangal,5,2,1,2
3590,3591,2,9000,600,Ground out of 2,1,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",5,1,1,2
3591,3592,3,18000,1235,1 out of 2,1,Perambur,5,2,1,2
3592,3593,1,8500,600,Ground out of 3,1,Tharamani,5,1,1,2
3593,3594,1,6500,400,Ground out of 2,1,"Perungalathur, Chennai Bypass Road",5,2,1,2
3594,3595,3,40000,1400,3 out of 5,2,Nandambakkam,5,2,1,3
3595,3596,3,17000,800,2 out of 2,2,Royapettah,5,1,1,2
3596,3597,2,12000,700,1 out of 2,1,Maduravoyal,5,1,1,2
3597,3598,2,30000,900,2 out of 4,2,Anna Nagar,5,2,1,2
3598,3599,1,4000,400,2 out of 3,1,Rani Anna Nagar,5,1,1,1
3599,3600,2,14000,850,2 out of 3,1,Banu Nagar,5,2,1,2
3600,3601,3,25000,1415,4 out of 13,1,G S T Road,5,2,1,2
3601,3602,1,8000,281,Ground out of 1,2,Thiruvanmiyur,5,1,1,1
3602,3603,1,12500,600,2 out of 4,1,Arumbakkam,5,2,1,1
3603,3604,2,14000,1050,1 out of 1,2,Perambur,5,1,2,2
3604,3605,1,7500,390,Ground out of 1,2,"Bharath Nagar, Porur",5,1,1,1
3605,3606,3,17500,950,4 out of 4,2,chettipunniyam,5,2,1,2
3606,3607,3,27000,1500,3 out of 4,2,Sholinganallur,5,2,3,3
3607,3608,2,16500,200,2 out of 2,2,"Purasawalkam, PH Road",5,1,1,2
3608,3609,2,12000,926,2 out of 3,1,Madipakkam,5,2,1,2
3609,3610,3,45000,1700,3 out of 3,2,Gandhi Nagar Adyar,5,2,2,3
3610,3611,2,15000,1068,1 out of 2,2,"Kamakoti Nagar, Pallikaranai",5,2,3,2
3611,3612,3,14000,1800,Ground out of 2,2,"TTK Nagar, Tambaram",5,2,3,3
3612,3613,2,17000,590,Ground out of 3,2,Mambalam West,5,2,1,2
3613,3614,3,34999,1400,2 out of 4,2,Virugambakkam,5,2,1,3
3614,3615,1,7000,550,Ground out of 3,2,Mahindra World City,5,2,1,1
3615,3616,1,10500,520,3 out of 4,1,Semmancheri,5,2,1,1
3616,3617,2,15000,900,3 out of 4,1,"Valasaravakkam, Arcot Road",5,2,1,2
3617,3618,2,10000,700,Ground out of 3,1,Nanmangalam,5,2,1,2
3618,3619,1,7000,400,1 out of 2,1,Medavakkam,5,2,1,1
3619,3620,4,200000,2280,2 out of 3,2,Mylapore,5,2,1,4
3620,3621,2,12000,826,1 out of 2,1,Medavakkam,5,2,1,2
3621,3622,2,10000,1050,1 out of 2,1,Sembakkam,5,2,1,2
3622,3623,2,15000,700,Ground out of 2,1,Alandur,5,2,1,2
3623,3624,2,19000,800,1 out of 4,2,Thoraipakkam,5,2,1,2
3624,3625,2,25000,850,1 out of 15,1,"Old Pallavaram, Alandur",5,2,1,2
3625,3626,1,10000,502,1 out of 1,1,T Nagar,5,1,1,1
3626,3627,2,13000,925,1 out of 2,2,Nest bliss sholinganallur,5,1,2,2
3627,3628,2,12500,500,2 out of 3,1,Kolathur,5,1,1,1
3628,3629,2,10000,950,1 out of 3,1,Adambakkam,5,1,1,2
3629,3630,2,16000,930,1 out of 4,1,Mogappair East,5,2,1,2
3630,3631,2,11000,950,1 out of 1,2,Menambedu,5,2,3,2
3631,3632,2,13000,800,1 out of 1,2,"Devi Karumariamman Nagar, Velachery",5,2,1,2
3632,3633,2,15000,950,1 out of 2,1,"Neelankarai, E Coast Road",5,2,3,1
3633,3634,3,15000,1100,1 out of 1,2,"Ponniamman Nagar, Iyyappanthangal",5,1,3,2
3634,3635,2,20000,750,3 out of 4,1,Anna Nagar,5,1,1,3
3635,3636,2,12000,1000,3 out of 5,1,Thalambur,5,2,1,2
3636,3637,2,600000,950,1 out of 1,2,Vettuvankeni,5,1,2,2
3637,3638,2,11000,800,1 out of 2,1,"Narayanapuram, Kovilambakkam",5,2,3,2
3638,3639,1,10000,500,Ground out of 2,2,Kodambakkam,5,1,2,1
3639,3640,3,30000,1500,Ground out of 14,2,Porur,5,2,1,3
3640,3641,1,8000,550,2 out of 2,1,"Padur, Old Mahabalipuram Road",5,2,1,1
3641,3642,1,7000,400,Ground out of 2,1,Nanmangalam,5,2,1,1
3642,3643,1,10000,550,2 out of 3,2,"Luz, Mylapore",5,1,2,1
3643,3644,2,9300,730,1 out of 2,1,Ambattur,5,1,1,1
3644,3645,2,10500,1000,1 out of 2,2,Kambar Nagar-Kolathur,5,2,3,2
3645,3646,2,16000,975,Ground out of 2,2,Kovilambakkam,5,2,1,2
3646,3647,2,20000,1800,12 out of 19,1,Old Mahabalipuram Road,5,2,1,2
3647,3648,2,9000,745,1 out of 2,1,Ambattur,5,2,1,2
3648,3649,2,18000,900,1 out of 4,2,Medavakkam,5,2,3,2
3649,3650,2,10000,600,Ground out of 1,1,"Jaya Nagar, Porur, Chennai Bypass Road",5,1,3,2
3650,3651,2,16000,600,2 out of 2,1,Saidapet,5,1,1,2
3651,3652,1,13500,450,3 out of 4,2,Kodambakkam,5,1,2,1
3652,3653,2,16000,1030,2 out of 4,1,Thoraipakkam,5,2,1,2
3653,3654,2,8500,833,1 out of 2,1,"Perungalathur, Chennai Bypass Road",5,1,1,2
3654,3655,2,15000,1000,Ground out of 3,1,Madipakkam,5,2,1,2
3655,3656,2,8200,840,1 out of 1,2,rajakillpakkam,5,1,1,2
3656,3657,2,20000,750,1 out of 5,2,Velachery,5,2,3,2
3657,3658,2,9000,950,2 out of 3,1,"Kattupakkam, PH Road",5,2,1,2
3658,3659,1,13500,550,Ground out of 1,1,Anna Nagar,5,2,1,1
3659,3660,3,26000,1125,2 out of 3,1,"Purasawalkam, PH Road",5,2,1,2
3660,3661,2,11000,700,1 out of 3,2,Tiruvottiyur,5,1,1,2
3661,3662,2,18000,1100,1 out of 2,1,"Tambaram West, Tambaram, Chennai Bypass Road",5,2,1,2
3662,3663,2,10000,700,Ground out of 2,1,"Kubera Nagar, Madipakkam",5,1,1,2
3663,3664,3,40000,1250,2 out of 4,2,T Nagar,5,2,2,3
3664,3665,2,24000,1100,Ground out of 3,1,Vadapalani,5,1,1,2
3665,3666,1,18000,475,2 out of 11,2,Sholinganallur,5,2,1,1
3666,3667,2,11000,530,2 out of 3,1,Jyothi Nagar-Ekkatuthangal,5,2,1,1
3667,3668,2,23000,1050,11 out of 12,2,Vadapalani,5,2,3,2
3668,3669,2,11000,830,Ground out of 2,1,Sembakkam,5,2,3,2
3669,3670,2,8000,809,1 out of 2,1,"Chromepet, GST Road",5,1,1,2
3670,3671,2,15000,900,Ground out of 3,1,"Kattupakkam, PH Road",5,2,1,2
3671,3672,1,9500,700,Ground out of 2,1,"Santhosapuram, Medavakkam",5,2,1,1
3672,3673,2,13500,1150,1 out of 2,1,"Tambaram West, Tambaram, Chennai Bypass Road",5,2,2,2
3673,3674,1,11000,750,Ground out of 2,1,Porur Gardens,5,2,1,1
3674,3675,2,13000,920,Ground out of 1,1,"Ullagaram, Pallavaram-Thuraipakkam Road",5,2,1,2
3675,3676,2,25000,1050,9 out of 12,2,Vadapalani,5,2,3,2
3676,3677,2,12000,1800,2 out of 3,1,Madambakkam,5,1,1,2
3677,3678,2,25000,1000,1 out of 2,2,"Adyar, Sardar Patel Road",5,2,2,2
3678,3679,3,8500,1062,1 out of 3,2,Siruseri,5,2,1,2
3679,3680,2,8500,800,Ground out of 1,1,Ambattur,5,1,1,2
3680,3681,1,5000,450,Ground out of 1,1,Thirumullaivoyal,5,1,1,1
3681,3682,2,8500,900,Ground out of 1,1,"Perungalathur, Chennai Bypass Road",5,1,1,1
3682,3683,4,100000,2240,Ground out of 3,2,Anna Nagar,5,2,1,4
3683,3684,1,7500,500,Ground out of 2,1,Kovur,5,1,1,1
3684,3685,1,7000,750,1 out of 1,1,Pammal,5,1,1,1
3685,3686,3,26000,1400,11 out of 15,1,"Chromepet, GST Road",5,2,1,3
3686,3687,2,12000,1200,2 out of 2,2,CBI Colony,5,2,2,2
3687,3688,2,18000,1424,2 out of 2,1,kumari neo town,5,2,1,2
3688,3689,1,13000,450,1 out of 4,1,Arasankalani,5,1,2,1
3689,3690,3,160000,2700,8 out of 10,1,T Nagar,5,2,2,2
3690,3691,2,8000,805,1 out of 2,1,"Urapakkam, Vandalur R.F, GST Road",5,1,1,2
3691,3692,1,6000,434,Ground out of 3,1,Thirumazhisai,5,1,1,1
3692,3693,2,12500,1000,1 out of 2,1,Perambur,5,2,1,2
3693,3694,1,6500,595,1 out of 1,1,"Vengaivasal, Medavakkam",5,2,1,1
3694,3695,2,10000,685,Ground out of 2,1,Kolathur,5,1,1,2
3695,3696,2,12500,1075,1 out of 2,1,Teachers's Colony-Lakshmipuram,5,2,1,2
3696,3697,3,22000,1100,4 out of 4,2,Velachery,5,2,2,3
3697,3698,2,17000,950,1 out of 2,2,Madipakkam,5,1,3,2
3698,3699,3,20000,1500,19 out of 31,1,Semmenchery,5,1,2,3
3699,3700,3,22000,1100,Ground out of 2,1,Porur,5,2,1,2
3700,3701,2,11500,1100,2 out of 2,2,"Valasaravakkam, Arcot Road",5,2,2,2
3701,3702,3,23000,1000,1 out of 3,2,Keelkatalai,5,1,2,3
3702,3703,2,19000,800,2 out of 4,1,Mambalam West,5,2,1,2
3703,3704,3,45000,1500,1 out of 3,1,CIT Nagar,5,2,1,2
3704,3705,3,17000,1250,2 out of 3,1,Madipakkam,5,2,1,2
3705,3706,2,9500,650,1 out of 2,2,Pallikaranai,5,1,1,2
3706,3707,3,45000,1650,1 out of 5,1,"Valasaravakkam, Arcot Road",5,1,1,3
3707,3708,4,60000,2317,10 out of 12,1,Sholinganallur,5,1,1,4
3708,3709,2,12000,950,1 out of 2,1,"Radha Nagar, Chrompet",5,2,3,2
3709,3710,3,40000,1700,3 out of 5,1,KK Nagar,5,2,1,3
3710,3711,3,16000,1300,1 out of 2,1,Porur,5,2,1,2
3711,3712,2,9000,805,1 out of 2,1,Madipakkam,5,2,1,2
3712,3713,2,35000,1109,3 out of 3,1,"Adyar, Thiruvanmiyur, Chennai",5,2,1,2
3713,3714,1,4000,300,1 out of 2,1,Tiruvottiyur,5,1,2,1
3714,3715,2,11000,700,1 out of 3,1,Tharamani,5,1,1,1
3715,3716,2,9500,950,Ground out of 2,1,"Manali, Manali High Road",5,2,1,2
3716,3717,3,25000,1290,4 out of 4,1,Poonamalle,5,1,1,3
3717,3718,2,10000,950,Ground out of 2,1,S.Kolathur,5,1,1,2
3718,3719,1,12000,400,1 out of 3,1,Besant Nagar,5,2,1,1
3719,3720,2,19397,2000,7 out of 10,1,Guduvancheri,5,2,1,2
3720,3721,2,12000,939,3 out of 4,1,New Perungalathur,5,2,1,2
3721,3722,3,10000,1200,1 out of 3,2,Kovur,5,1,1,3
3722,3723,2,20000,1800,1 out of 1,1,"Ambattur Industrial Estate, Chennai Bypass Road",5,2,1,2
3723,3724,3,15000,1200,2 out of 5,2,Madambakkam,5,1,1,2
3724,3725,2,28000,1200,1 out of 3,1,Kodambakkam,5,2,3,2
3725,3726,3,10000,1750,1 out of 1,1,Kuthanur,5,1,1,3
3726,3727,1,3500,300,Ground out of 2,1,Mogappair West,5,1,1,1
3727,3728,1,8000,650,1 out of 3,2,Sholinganallur,5,1,2,1
3728,3729,2,13500,950,Ground out of 3,1,Iyyappanthangal,5,2,1,2
3729,3730,3,36000,1610,3 out of 14,1,Vadapalani,5,2,3,3
3730,3731,2,15000,900,1 out of 2,1,Kodungaiyur East,5,1,1,2
3731,3732,1,5000,550,1 out of 1,2,"Tambaram, GST Road",5,1,1,1
3732,3733,2,10000,700,Ground out of 2,1,Nanmangalam,5,1,1,2
3733,3734,2,10000,800,2 out of 3,1,Madipakkam,5,1,1,2
3734,3735,2,8500,580,3 out of 5,1,Sholinganallur,5,2,1,2
3735,3736,2,11000,950,1 out of 2,1,Nandanam,5,2,1,2
3736,3737,1,8000,700,1 out of 1,2,"Nemilichery, Chromepet",5,1,1,1
3737,3738,2,12000,600,Ground out of 3,1,"Bharathidasan Colony, KK Nagar",5,2,1,1
3738,3739,1,5000,200,Ground out of 3,1,Mambalam West,5,2,1,1
3739,3740,1,7000,600,Ground out of 3,1,Iyyappanthangal,5,2,1,1
3740,3741,2,15000,550,Ground out of 3,1,Mylapore,5,1,1,2
3741,3742,1,10000,600,4 out of 5,1,Mugalivakkam,5,1,1,1
3742,3743,3,37500,1680,1 out of 16,1,Vadapalani,5,2,3,3
3743,3744,2,7000,1100,1 out of 1,2,Kayarambedu,5,1,1,2
3744,3745,1,6500,600,Ground out of 2,1,"Chromepet, GST Road",5,1,1,1
3745,3746,2,16000,820,Ground out of 2,2,Purasaiwakkam,5,2,3,2
3746,3747,3,34000,1125,8 out of 12,2,Vadapalani,5,2,3,3
3747,3748,2,11500,973,4 out of 4,2,Padapai,5,2,3,2
3748,3749,2,15000,780,1 out of 2,1,"Guindy Race Course, Guindy",5,2,1,1
3749,3750,1,8000,400,Ground out of 1,1,Mannivakkam,5,1,1,1
3750,3751,4,220000,4000,1 out of 2,1,"Poes Garden, Teynampet",5,2,1,4
3751,3752,2,22000,1000,2 out of 4,2,T Nagar,5,2,1,2
3752,3753,3,85000,3500,Ground out of 1,2,T Nagar,5,2,1,3
3753,3754,1,6000,350,Ground out of 2,1,Maduravoyal,5,2,1,1
3754,3755,2,14000,800,2 out of 2,2,Choolaimedu High Road,5,2,2,2
3755,3756,2,11500,700,Ground out of 2,1,"Paddy field street,Perambur",5,1,1,2
3756,3757,1,6000,550,Ground out of 2,1,"Vimalapuram, Manali",5,1,1,1
3757,3758,3,24000,2100,Ground out of 2,1,Nanmangalam,5,2,1,4
3758,3759,3,32000,1700,2 out of 2,1,Perumbakkam,5,2,1,3
3759,3760,3,16000,1420,Ground out of 1,2,"Rajakipakkam, Sembakkam",5,2,1,2
3760,3761,2,13000,950,1 out of 2,2,Duraisamy Nagar,5,2,1,2
3761,3762,2,14000,780,2 out of 2,1,Pallikaranai,5,2,1,2
3762,3763,1,7500,800,1 out of 2,2,Jalladian Pet,5,1,2,1
3763,3764,2,10000,500,2 out of 4,1,Koyambedu,5,2,1,1
3764,3765,2,18500,1000,25 out of 32,1,Semmancheri,5,2,1,2
3765,3766,2,12000,750,2 out of 2,1,Royapettah,5,1,1,2
3766,3767,2,17000,1200,2 out of 2,2,Cmbt,5,1,1,2
3767,3768,3,35000,1152,10 out of 14,2,Vadapalani,5,2,3,3
3768,3769,2,9000,843,2 out of 3,1,Kovur,5,2,1,2
3769,3770,2,13000,900,1 out of 3,1,Semmancheri,5,1,1,2
3770,3771,2,27999,1250,2 out of 4,2,Nandambakkam,5,2,1,2
3771,3772,2,11000,650,2 out of 2,1,Kodambakkam,5,1,1,2
3772,3773,4,140000,2600,2 out of 2,2,Ranjith Road,5,2,1,4
3773,3774,1,12000,700,Ground out of 2,1,Indra Nagar,5,1,1,1
3774,3775,2,13000,720,1 out of 2,2,"Sakthi Nagar, Adambakkam",5,1,3,2
3775,3776,4,250000,3500,1 out of 4,2,"Poes Garden, Teynampet",5,2,1,4
3776,3777,4,80000,3000,1 out of 2,2,"Egmore, PH Road",5,1,2,4
3777,3778,2,22999,1144,1 out of 1,2,Iyyappanthangal,5,2,1,2
3778,3779,3,36000,1750,1 out of 4,2,Anna Nagar,5,1,2,3
3779,3780,3,70000,1450,Ground out of 2,1,Madipakkam,5,1,1,2
3780,3781,2,12500,590,1 out of 2,1,Choolaimedu,5,1,1,1
3781,3782,2,18000,900,2 out of 2,1,Anna Nagar West Extension,5,2,1,2
3782,3783,2,10000,800,1 out of 2,1,Ramapuram,5,2,1,1
3783,3784,2,18000,1000,1 out of 3,1,Sholinganallur,5,2,1,2
3784,3785,3,37000,1650,2 out of 14,1,Vadapalani,5,2,3,3
3785,3786,2,18000,700,Ground out of 1,2,Thiruvanmiyur,5,2,1,2
3786,3787,3,25000,1280,1 out of 1,1,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",5,2,1,2
3787,3788,2,10000,700,Ground out of 2,1,"Zamin Pallavaram, Pallavaram",5,1,1,2
3788,3789,2,15000,980,1 out of 4,1,Purasaiwakkam,5,1,1,2
3789,3790,2,15000,900,2 out of 2,2,Ramapuram,5,2,1,2
3790,3791,1,9000,450,1 out of 1,1,Virugambakkam,5,1,3,1
3791,3792,2,14000,1200,2 out of 4,1,Porur,5,1,1,2
3792,3793,2,8500,650,1 out of 2,1,Jalladian Pet,5,2,1,2
3793,3794,3,35000,1903,6 out of 11,1,Old Mahabalipuram Road,5,2,1,3
3794,3795,2,10000,650,2 out of 3,1,Arcot Road Virugambakkam,5,2,1,1
3795,3796,1,5000,450,2 out of 2,2,Housing Board,5,1,1,1
3796,3797,2,23000,900,3 out of 5,2,besant nagar Chennai,5,1,2,2
3797,3798,2,15000,550,2 out of 3,1,Ashok Nagar,5,1,3,1
3798,3799,2,18500,750,Ground out of 3,1,"Adyar, Sardar Patel Road",5,2,1,2
3799,3800,2,28000,1000,2 out of 4,1,Velachery,5,2,1,2
3800,3801,3,32000,1050,4 out of 12,2,Vadapalani,5,2,3,3
3801,3802,1,14000,650,1 out of 3,2,"Mattan Kuppam, Triplicane",5,2,3,2
3802,3803,1,7000,400,1 out of 3,1,Injambakkam,5,2,1,1
3803,3804,3,33000,1075,7 out of 12,2,Vadapalani,5,2,3,3
3804,3805,3,100000,2000,3 out of 14,2,Alwarpet,5,2,2,3
3805,3806,2,18000,720,4 out of 5,1,Kasturibai Nagar,5,2,1,2
3806,3807,3,16000,1000,1 out of 3,2,Ponniammanmedu,5,1,2,2
3807,3808,1,8500,500,Ground out of 2,1,Ayanavaram,5,1,1,1
3808,3809,2,10000,900,Ground out of 3,1,Nandivaram-Guduvancheri,5,2,1,2
3809,3810,2,13500,900,5 out of 7,1,"Singaperumal Koil, Tiruchi Chennai Highway",5,2,1,2
3810,3811,2,19000,900,1 out of 3,1,Kodambakkam,5,2,1,2
3811,3812,1,11500,1000,1 out of 2,1,Ayappakkam,5,1,1,2
3812,3813,3,22000,1300,1 out of 3,1,Jawahar Nagar,5,2,3,3
3813,3814,3,12000,1383,2 out of 4,1,"Perungalathur, Chennai Bypass Road",5,2,2,3
3814,3815,2,10000,800,Ground out of 1,2,Guduvancheri,5,2,2,2
3815,3816,2,15000,1500,1 out of 1,2,Madambakkam,5,1,2,2
3816,3817,3,35000,1350,Ground out of 2,2,Anna Nagar West Extension,5,2,2,2
3817,3818,3,70000,2000,3 out of 4,2,"Adyar, Sardar Patel Road",5,2,2,3
3818,3819,3,32000,1200,Ground out of 4,2,Anna Nagar West Extension,5,1,2,2
3819,3820,3,35000,1912,1 out of 4,2,Alwarthirunagar,5,1,2,3
3820,3821,1,10000,500,1 out of 2,2,Old Washermanpet,5,1,2,1
3821,3822,2,11000,950,1 out of 1,1,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",5,1,2,2
3822,3823,2,12000,1000,1 out of 1,2,Kolathur,5,1,2,2
3823,3824,3,40000,1600,11 out of 16,2,Prestige Bellavista,5,1,2,3
3824,3825,2,8000,900,Ground out of 2,1,Sithalapakkam,5,1,1,2
3825,3826,3,20000,1265,1 out of 3,1,Adambakkam,5,2,1,2
3826,3827,3,12000,1060,3 out of 4,1,"Urapakkam, Vandalur R.F, GST Road",5,2,1,2
3827,3828,2,15000,1050,1 out of 2,1,Medavakkam,5,2,1,2
3828,3829,3,27000,1500,2 out of 4,2,Perungudi,5,1,2,3
3829,3830,2,13000,890,1 out of 2,2,Oliyas Green court,5,1,2,2
3830,3831,2,9000,700,1 out of 2,2,Keelkattalai,5,1,1,3
3831,3832,3,25000,1146,1 out of 2,2,Chinna Porur,5,2,1,2
3832,3833,1,12000,700,1 out of 2,1,Thiruvanmiyur,5,2,1,1
3833,3834,2,18000,800,Ground out of 2,2,Anna Nagar East,5,2,2,2
3834,3835,2,9500,640,Ground out of 1,2,Mogappair West,5,1,1,2
3835,3836,2,14000,909,5 out of 14,1,Mahindra World City,5,2,1,2
3836,3837,4,40000,2400,Ground out of 2,2,"Palavakkam, E Coast Road",5,1,2,3
3837,3838,4,70000,3800,Ground out of 1,2,Injambakkam,5,2,1,4
3838,3839,2,15000,400,1 out of 3,1,Periyamet,5,1,1,2
3839,3840,2,8500,886,2 out of 3,1,Pallavan Nagar-Thiruverkadu,5,1,3,2
3840,3841,3,27500,1570,4 out of 5,1,Sholinganallur,5,2,1,3
3841,3842,2,15000,900,1 out of 2,1,Kolathur,5,1,1,2
3842,3843,1,5000,400,Ground out of 2,1,Medavakkam,5,1,1,1
3843,3844,2,26000,1600,Ground out of 2,1,Madipakkam,5,2,1,2
3844,3845,2,14000,1000,2 out of 3,1,"Chromepet, GST Road",5,1,1,2
3845,3846,2,20000,850,Ground out of 4,1,Velachery,5,2,1,2
3846,3847,2,12000,750,Ground out of 3,1,Andal Nagar,5,1,1,2
3847,3848,2,17000,750,1 out of 2,1,Kamarajar Salai,5,1,1,2
3848,3849,3,75000,2000,3 out of 4,2,Deepa Appartment Turnbulls,5,2,1,3
3849,3850,3,19500,1270,1 out of 2,1,Madipakkam,5,2,2,2
3850,3851,2,10000,2000,1 out of 2,2,Sadhanadhapuram,5,2,1,2
3851,3852,2,32000,1250,3 out of 7,1,Nungambakkam,5,2,1,2
3852,3853,2,15000,1000,Ground out of 2,1,Velachery,5,1,3,2
3853,3854,3,28000,1050,5 out of 10,2,Pallavaram,5,2,1,3
3854,3855,2,10677,800,5 out of 6,1,"Kelambakkam, Old Mahabalipuram Road",5,2,1,2
3855,3856,3,50000,1625,8 out of 11,1,Old Mahabalipuram Road,5,2,1,3
3856,3857,3,32500,1535,1 out of 2,1,Karapakkam,5,1,1,3
3857,3858,2,23000,850,1 out of 2,2,Choolaimedu,5,2,1,2
3858,3859,4,75000,3800,3 out of 10,2,"Financial District, Nanakram Guda",6,2,1,4
3859,3860,4,250000,4500,Ground out of 2,2,Jubilee Hills,6,2,3,4
3860,3861,2,10000,1100,1 out of 3,1,Meerpet,6,1,1,2
3861,3862,3,60000,3200,1 out of 5,2,"Himayath Nagar, NH 7",6,2,1,3
3862,3863,2,12000,647,2 out of 3,1,Moti Nagar,6,1,1,1
3863,3864,3,48000,1798,7 out of 14,1,Kondapur,6,2,1,3
3864,3865,3,58000,1700,11 out of 17,2,TNGOS Colony,6,2,1,3
3865,3866,2,14000,930,5 out of 5,1,Langar Houz,6,2,1,2
3866,3867,1,7000,150,Ground out of 2,1,Musheerabad,6,1,1,1
3867,3868,2,13000,1200,3 out of 4,1,Attapur,6,2,1,2
3868,3869,2,11000,1250,2 out of 3,1,poush,6,1,1,2
3869,3870,2,9500,900,3 out of 4,1,Chilakalguda,6,2,1,2
3870,3871,1,7500,500,2 out of 3,1,Hyderguda,6,2,1,1
3871,3872,2,14000,900,Ground out of 2,2,Karmanghat,6,2,2,2
3872,3873,2,16000,1100,2 out of 5,1,Hyderguda,6,2,3,2
3873,3874,3,18000,1500,4 out of 5,1,Hyderguda,6,2,1,3
3874,3875,1,8200,500,1 out of 3,1,Langar Houz,6,1,1,1
3875,3876,3,12000,1300,1 out of 4,2,"Ghatkesar, NH 2 2",6,2,1,3
3876,3877,1,10000,300,10 out of 31,1,Attapur,6,2,1,1
3877,3878,2,13000,800,1 out of 3,1,Jagadgiri Gutta,6,2,1,2
3878,3879,3,22000,1400,1 out of 6,2,Aruna Colony,6,2,1,2
3879,3880,1,10500,500,Ground out of 4,1,Kothapet,6,2,1,1
3880,3881,2,11000,750,3 out of 5,1,Fathenagar,6,1,1,2
3881,3882,3,20000,1200,2 out of 4,1,"Abids, NH 7",6,2,1,3
3882,3883,3,14000,1350,3 out of 4,2,"Gayatri Hills, Jubilee Hills",6,2,1,2
3883,3884,2,12500,1400,Ground out of 4,1,Nizampet,6,1,1,2
3884,3885,1,10500,450,3 out of 5,1,Madhapur,6,1,1,1
3885,3886,3,30000,2061,1 out of 6,1,Puppalaguda,6,2,1,3
